,Away_team,division,matchday,result_home,season,team,GD_home,Pts_difference,home_rank
47364,SD Eibar,1,27,W,2020-2021,Villarreal,5.0,-4.0,7
47359,Sevilla FC,1,27,L,2020-2021,Real Betis,-4.0,22.0,6
47357,SD Huesca,1,27,W,2020-2021,Barcelona,35.0,40.0,2
47371,Real Betis,1,28,L,2020-2021,Levante,1.0,-7.0,10
47366,SD Eibar,1,28,T,2020-2021,Athletic,6.0,0.0,9
47372,Celta de Vigo,1,28,W,2020-2021,Real Madrid,24.0,38.0,3
47373,CA Osasuna,1,28,T,2020-2021,SD Huesca,-18.0,-28.0,20
47372,Sevilla FC,1,28,T,2020-2021,Real Valladolid,-12.0,-20.0,16
47369,Getafe,1,28,T,2020-2021,Elche CF,-17.0,-18.0,17
47370,Valencia,1,28,L,2020-2021,Granada CF,-11.0,6.0,8
47375,Cádiz CF,1,28,W,2020-2021,Villarreal,7.0,-1.0,7
47365,Atlético Madrid,1,28,L,2020-2021,Alavés,-20.0,-16.0,19
47371,Barcelona,1,28,L,2020-2021,Real Sociedad,21.0,11.0,5
47382,Levante,1,29,W,2020-2021,SD Huesca,-18.0,-25.0,18
47381,Villarreal,1,29,L,2020-2021,Granada CF,-12.0,5.0,10
47381,Real Madrid,1,29,L,2020-2021,SD Eibar,-11.0,-24.0,19
47378,Getafe,1,29,T,2020-2021,CA Osasuna,-12.0,-11.0,14
47376,Celta de Vigo,1,29,L,2020-2021,Alavés,-21.0,-17.0,20
47380,Real Betis,1,29,T,2020-2021,Elche CF,-17.0,-20.0,17
47383,Cádiz CF,1,29,L,2020-2021,Valencia,-4.0,-6.0,12
47385,Atlético Madrid,1,29,W,2020-2021,Sevilla FC,18.0,39.0,4
47377,Real Valladolid,1,29,W,2020-2021,Barcelona,43.0,46.0,2
47375,Real Sociedad,1,29,T,2020-2021,Athletic,6.0,-2.0,9
47393,Elche CF,1,30,W,2020-2021,SD Huesca,-16.0,-22.0,16
47389,Getafe,1,30,W,2020-2021,Cádiz CF,-19.0,-2.0,12
47386,Alavés,1,30,T,2020-2021,Athletic,6.0,-4.0,10
47392,SD Eibar,1,30,W,2020-2021,Levante,-3.0,-5.0,9
47387,Real Madrid,1,30,L,2020-2021,Barcelona,44.0,45.0,3
47395,CA Osasuna,1,30,L,2020-2021,Villarreal,11.0,1.0,7
47393,Valencia,1,30,T,2020-2021,Real Sociedad,16.0,7.0,5
47391,Granada CF,1,30,L,2020-2021,Real Valladolid,-13.0,-22.0,17
47389,Atlético Madrid,1,30,T,2020-2021,Real Betis,-3.0,21.0,6
47394,Celta de Vigo,1,30,W,2020-2021,Sevilla FC,19.0,42.0,4
47403,Sevilla FC,1,31,L,2020-2021,Levante,-2.0,-6.0,10
47403,CA Osasuna,1,31,L,2020-2021,Valencia,-5.0,-9.0,14
47404,Athletic,1,31,T,2020-2021,Real Betis,-3.0,19.0,6
47404,Alavés,1,31,L,2020-2021,Villarreal,10.0,0.0,7
47399,Elche CF,1,31,T,2020-2021,Real Valladolid,-14.0,-24.0,16
47398,Cádiz CF,1,31,W,2020-2021,Real Madrid,29.0,47.0,2
47401,Atlético Madrid,1,31,L,2020-2021,SD Huesca,-14.0,-23.0,17
47400,Granada CF,1,31,L,2020-2021,SD Eibar,-14.0,-26.0,20
47396,Real Sociedad,1,31,L,2020-2021,Celta de Vigo,-7.0,-5.0,11
47398,Getafe,1,31,W,2020-2021,Barcelona,43.0,48.0,3
47412,Elche CF,1,32,L,2020-2021,Levante,-3.0,-7.0,11
47409,Real Valladolid,1,32,T,2020-2021,Cádiz CF,-21.0,-5.0,13
47414,Alavés,1,32,T,2020-2021,Valencia,-7.0,-11.0,14
47409,Real Betis,1,32,T,2020-2021,Real Madrid,32.0,45.0,3
47412,Getafe,1,32,L,2020-2021,SD Huesca,-16.0,-24.0,19
47415,Barcelona,1,32,L,2020-2021,Villarreal,9.0,-1.0,7
47407,CA Osasuna,1,32,W,2020-2021,Celta de Vigo,-8.0,-2.0,10
47413,Granada CF,1,32,W,2020-2021,Sevilla FC,21.0,48.0,4
47406,Atlético Madrid,1,32,W,2020-2021,Athletic,6.0,-3.0,9
47411,Real Sociedad,1,32,L,2020-2021,SD Eibar,-17.0,-27.0,20
47420,Elche CF,1,33,W,2020-2021,CA Osasuna,-10.0,-3.0,11
47425,Sevilla FC,1,33,L,2020-2021,Real Sociedad,18.0,12.0,5
47416,SD Huesca,1,33,W,2020-2021,Alavés,-22.0,-15.0,16
47420,Atlético Madrid,1,33,L,2020-2021,SD Eibar,-18.0,-28.0,20
47415,Cádiz CF,1,33,T,2020-2021,Celta de Vigo,-7.0,-4.0,10
47424,Valencia,1,33,T,2020-2021,Real Betis,-3.0,15.0,6
47422,Real Madrid,1,33,T,2020-2021,Getafe,-13.0,-11.0,15
47424,Levante,1,33,W,2020-2021,Villarreal,8.0,2.0,7
47417,Real Valladolid,1,33,T,2020-2021,Athletic,7.0,-5.0,9
47417,Barcelona,1,33,W,2020-2021,Granada CF,-12.0,13.0,8
47432,Celta de Vigo,1,34,L,2020-2021,Levante,-8.0,-9.0,13
47425,SD Eibar,1,34,L,2020-2021,Alavés,-21.0,-16.0,17
47427,Atlético Madrid,1,34,L,2020-2021,Elche CF,-20.0,-22.0,19
47432,Real Sociedad,1,34,W,2020-2021,SD Huesca,-19.0,-22.0,18
47429,Real Madrid,1,34,L,2020-2021,CA Osasuna,-8.0,-4.0,11
47433,Real Valladolid,1,34,T,2020-2021,Real Betis,-3.0,13.0,7
47431,Villarreal,1,34,L,2020-2021,Getafe,-13.0,-12.0,15
47428,Cádiz CF,1,34,L,2020-2021,Granada CF,-11.0,12.0,9
47434,Barcelona,1,34,L,2020-2021,Valencia,-7.0,-14.0,14
47426,Sevilla FC,1,34,W,2020-2021,Athletic,7.0,-2.0,8
47443,Elche CF,1,35,W,2020-2021,Real Sociedad,16.0,14.0,5
47440,Alavés,1,35,T,2020-2021,Levante,-10.0,-11.0,14
47435,Barcelona,1,35,T,2020-2021,Atlético Madrid,39.0,49.0,1
47439,SD Huesca,1,35,W,2020-2021,Cádiz CF,-20.0,-1.0,11
47437,CA Osasuna,1,35,T,2020-2021,Athletic,8.0,-4.0,9
47442,Getafe,1,35,W,2020-2021,SD Eibar,-20.0,-22.0,20
47444,Real Valladolid,1,35,W,2020-2021,Valencia,-8.0,-11.0,13
47437,Villarreal,1,35,W,2020-2021,Celta de Vigo,-5.0,2.0,8
47442,Sevilla FC,1,35,T,2020-2021,Real Madrid,34.0,44.0,3
47441,Granada CF,1,35,W,2020-2021,Real Betis,-3.0,16.0,6
47447,Cádiz CF,1,36,W,2020-2021,CA Osasuna,-10.0,-3.0,11
47449,Alavés,1,36,L,2020-2021,Elche CF,-23.0,-24.0,20
47447,Levante,1,36,T,2020-2021,Barcelona,47.0,49.0,3
47453,Sevilla FC,1,36,L,2020-2021,Valencia,-5.0,-12.0,14
47448,Getafe,1,36,W,2020-2021,Celta de Vigo,-3.0,5.0,8
47454,Athletic,1,36,W,2020-2021,SD Huesca,-19.0,-20.0,17
47452,Atlético Madrid,1,36,L,2020-2021,Real Sociedad,18.0,13.0,5
47454,Real Valladolid,1,36,W,2020-2021,Villarreal,11.0,7.0,6
47450,SD Eibar,1,36,T,2020-2021,Real Betis,-2.0,14.0,7
47451,Granada CF,1,36,W,2020-2021,Real Madrid,34.0,47.0,2
47458,Alavés,1,37,L,2020-2021,Granada CF,-16.0,9.0,10
47457,Real Madrid,1,37,L,2020-2021,Athletic,7.0,-6.0,9
47458,CA Osasuna,1,37,W,2020-2021,Atlético Madrid,40.0,55.0,1
47459,Celta de Vigo,1,37,L,2020-2021,Barcelona,47.0,48.0,3
47460,Elche CF,1,37,L,2020-2021,Cádiz CF,-20.0,-3.0,12
47461,Levante,1,37,W,2020-2021,Getafe,-16.0,-11.0,16
47463,Real Betis,1,37,L,2020-2021,SD Huesca,-18.0,-21.0,17
47463,Real Valladolid,1,37,W,2020-2021,Real Sociedad,17.0,16.0,5
47462,Valencia,1,37,L,2020-2021,SD Eibar,-19.0,-25.0,20
47465,Sevilla FC,1,37,W,2020-2021,Villarreal,13.0,10.0,6
47470,Cádiz CF,1,38,T,2020-2021,Levante,-11.0,-16.0,14
47471,Celta de Vigo,1,38,W,2020-2021,Real Betis,-1.0,20.0,6
47473,Barcelona,1,38,L,2020-2021,SD Eibar,-22.0,-26.0,20
47468,Athletic,1,38,W,2020-2021,Elche CF,-23.0,-18.0,17
47474,Valencia,1,38,T,2020-2021,SD Huesca,-19.0,-23.0,18
47466,Real Sociedad,1,38,L,2020-2021,CA Osasuna,-10.0,-5.0,11
47471,Villarreal,1,38,W,2020-2021,Real Madrid,38.0,53.0,2
47472,Atlético Madrid,1,38,L,2020-2021,Real Valladolid,-22.0,-34.0,19
47469,Getafe,1,38,T,2020-2021,Granada CF,-18.0,7.0,10
47475,Alavés,1,38,W,2020-2021,Sevilla FC,19.0,53.0,4
451,Real Unión,2,1,W,1932-1933,Celta de Vigo,0.0,3.0,3
454,Real Gijón,2,1,W,1932-1933,Sevilla FC,0.0,3.0,2
452,CA Osasuna,2,1,W,1932-1933,Real Murcia,0.0,3.0,4
450,Dep. La Coruña,2,1,T,1932-1933,Athletic Madrid,0.0,-2.0,5
453,CD Castellón,2,1,W,1932-1933,Real Oviedo,0.0,3.0,1
456,Sevilla FC,2,2,L,1932-1933,CD Castellón,-7.0,-2.0,10
457,Real Gijón,2,2,T,1932-1933,Real Murcia,1.0,1.0,3
459,Athletic Madrid,2,2,W,1932-1933,Real Unión,-2.0,2.0,5
458,Dep. La Coruña,2,2,L,1932-1933,Real Oviedo,7.0,2.0,4
455,Celta de Vigo,2,2,W,1932-1933,CA Osasuna,-1.0,2.0,6
464,Real Unión,2,3,L,1932-1933,Sevilla FC,5.0,5.0,4
462,Dep. La Coruña,2,3,W,1932-1933,Real Murcia,1.0,4.0,1
463,Real Oviedo,2,3,T,1932-1933,Real Gijón,-3.0,-5.0,8
460,CA Osasuna,2,3,L,1932-1933,Athletic Madrid,-6.0,-4.0,9
461,Celta de Vigo,2,3,L,1932-1933,CD Castellón,-9.0,-3.0,10
465,Real Unión,2,4,L,1932-1933,CA Osasuna,5.0,4.0,6
466,Real Murcia,2,4,L,1932-1933,CD Castellón,-12.0,-4.0,10
465,Sevilla FC,2,4,T,1932-1933,Athletic Madrid,-10.0,-6.0,9
467,Dep. La Coruña,2,4,L,1932-1933,Real Gijón,-3.0,-6.0,8
466,Real Oviedo,2,4,L,1932-1933,Celta de Vigo,3.0,4.0,7
474,Celta de Vigo,2,5,L,1932-1933,Sevilla FC,4.0,2.0,5
474,Dep. La Coruña,2,5,W,1932-1933,Real Unión,6.0,11.0,1
473,Real Murcia,2,5,W,1932-1933,Real Oviedo,6.0,6.0,2
470,CD Castellón,2,5,W,1932-1933,Athletic Madrid,-10.0,-3.0,9
471,Real Gijón,2,5,L,1932-1933,CA Osasuna,4.0,3.0,7
479,Real Murcia,2,6,W,1932-1933,Sevilla FC,1.0,5.0,3
479,Real Gijón,2,6,L,1932-1933,Real Unión,12.0,10.0,1
476,Athletic Madrid,2,6,L,1932-1933,Celta de Vigo,5.0,6.0,6
475,Dep. La Coruña,2,6,L,1932-1933,CD Castellón,-15.0,-6.0,10
478,CA Osasuna,2,6,T,1932-1933,Real Oviedo,8.0,4.0,2
483,Athletic Madrid,2,7,W,1932-1933,Real Murcia,0.0,8.0,2
483,CD Castellón,2,7,L,1932-1933,Real Unión,8.0,9.0,3
484,Real Oviedo,2,7,L,1932-1933,Sevilla FC,3.0,4.0,6
480,Dep. La Coruña,2,7,W,1932-1933,CA Osasuna,-2.0,4.0,5
482,Real Gijón,2,7,L,1932-1933,Celta de Vigo,3.0,5.0,8
488,Real Unión,2,8,L,1932-1933,Real Murcia,3.0,7.0,6
485,Sevilla FC,2,8,L,1932-1933,CA Osasuna,5.0,3.0,8
486,Celta de Vigo,2,8,W,1932-1933,Dep. La Coruña,-7.0,7.0,5
486,Real Gijón,2,8,L,1932-1933,CD Castellón,-16.0,-4.0,10
489,Athletic Madrid,2,8,L,1932-1933,Real Oviedo,12.0,6.0,3
494,Real Unión,2,9,W,1932-1933,Real Oviedo,9.0,9.0,1
494,Dep. La Coruña,2,9,L,1932-1933,Sevilla FC,1.0,6.0,6
493,Celta de Vigo,2,9,L,1932-1933,Real Murcia,-5.0,6.0,7
491,CD Castellón,2,9,L,1932-1933,CA Osasuna,3.0,2.0,9
490,Real Gijón,2,9,W,1932-1933,Athletic Madrid,-7.0,5.0,5
496,Real Unión,2,10,L,1932-1933,Celta de Vigo,-2.0,6.0,9
499,Real Gijón,2,10,L,1932-1933,Sevilla FC,-1.0,5.0,7
495,Real Murcia,2,10,W,1932-1933,CA Osasuna,2.0,5.0,6
495,Dep. La Coruña,2,10,T,1932-1933,Athletic Madrid,-5.0,3.0,5
496,Real Oviedo,2,10,L,1932-1933,CD Castellón,-20.0,-2.0,10
500,Celta de Vigo,2,11,L,1932-1933,CA Osasuna,7.0,4.0,9
504,CD Castellón,2,11,W,1932-1933,Sevilla FC,-5.0,8.0,6
502,Real Gijón,2,11,W,1932-1933,Real Murcia,-11.0,8.0,7
500,Real Unión,2,11,W,1932-1933,Athletic Madrid,-5.0,6.0,3
502,Real Oviedo,2,11,L,1932-1933,Dep. La Coruña,0.0,7.0,5
509,Real Unión,2,12,L,1932-1933,Sevilla FC,-1.0,7.0,8
507,Dep. La Coruña,2,12,T,1932-1933,Real Murcia,-7.0,6.0,7
508,Real Gijón,2,12,W,1932-1933,Real Oviedo,18.0,18.0,1
505,Athletic Madrid,2,12,T,1932-1933,CA Osasuna,4.0,2.0,9
506,CD Castellón,2,12,W,1932-1933,Celta de Vigo,-2.0,12.0,4
510,Real Unión,2,13,T,1932-1933,CA Osasuna,4.0,0.0,9
513,CD Castellón,2,13,W,1932-1933,Real Murcia,-7.0,9.0,6
510,Sevilla FC,2,13,W,1932-1933,Athletic Madrid,-3.0,7.0,3
512,Real Gijón,2,13,L,1932-1933,Dep. La Coruña,-5.0,4.0,7
513,Celta de Vigo,2,13,L,1932-1933,Real Oviedo,19.0,17.0,1
518,Real Murcia,2,14,W,1932-1933,Real Oviedo,18.0,20.0,1
516,Sevilla FC,2,14,T,1932-1933,Celta de Vigo,0.0,13.0,4
515,CD Castellón,2,14,W,1932-1933,Athletic Madrid,-2.0,10.0,2
517,CA Osasuna,2,14,L,1932-1933,Real Gijón,11.0,8.0,6
519,Dep. La Coruña,2,14,L,1932-1933,Real Unión,13.0,13.0,3
524,Real Murcia,2,15,L,1932-1933,Sevilla FC,-3.0,3.0,9
523,Real Unión,2,15,L,1932-1933,Real Gijón,10.0,7.0,7
521,Athletic Madrid,2,15,L,1932-1933,Celta de Vigo,0.0,12.0,6
521,Real Oviedo,2,15,L,1932-1933,CA Osasuna,5.0,2.0,8
520,Dep. La Coruña,2,15,L,1932-1933,CD Castellón,-35.0,-7.0,10
528,Athletic Madrid,2,16,L,1932-1933,Real Murcia,-8.0,10.0,6
526,Real Unión,2,16,L,1932-1933,CD Castellón,-36.0,-8.0,10
527,Celta de Vigo,2,16,W,1932-1933,Real Gijón,8.0,10.0,5
526,CA Osasuna,2,16,W,1932-1933,Dep. La Coruña,-1.0,13.0,4
529,Sevilla FC,2,16,W,1932-1933,Real Oviedo,27.0,26.0,1
534,Athletic Madrid,2,17,W,1932-1933,Real Oviedo,28.0,29.0,1
531,Real Gijón,2,17,L,1932-1933,CD Castellón,-42.0,-9.0,10
532,Dep. La Coruña,2,17,W,1932-1933,Celta de Vigo,-3.0,14.0,7
530,Sevilla FC,2,17,W,1932-1933,CA Osasuna,-6.0,4.0,8
533,Real Unión,2,17,W,1932-1933,Real Murcia,-10.0,13.0,6
539,Real Unión,2,18,T,1932-1933,Real Oviedo,32.0,27.0,1
535,Real Gijón,2,18,W,1932-1933,Athletic Madrid,4.0,18.0,2
539,Dep. La Coruña,2,18,T,1932-1933,Sevilla FC,-9.0,-1.0,9
536,Real Murcia,2,18,L,1932-1933,Celta de Vigo,0.0,13.0,7
536,CD Castellón,2,18,W,1932-1933,CA Osasuna,-2.0,7.0,8
1162,Avilés Ind.,2,1,W,1940-1941,Real Sociedad,0.0,3.0,4
1160,Arenas Club,2,1,W,1940-1941,Racing,0.0,3.0,3
1160,UD Salamanca,2,1,W,1940-1941,CA Osasuna,0.0,3.0,1
1158,Real Valladolid,2,1,L,1940-1941,Baracaldo,0.0,-1.0,7
1161,Dep. La Coruña,2,1,L,1940-1941,Real Gijón,0.0,-1.0,10
1162,Ferrol,2,1,W,1940-1941,Real Unión,0.0,3.0,5
1168,Arenas Club,2,2,W,1940-1941,Real Sociedad,1.0,6.0,3
1166,Racing,2,2,L,1940-1941,CA Osasuna,2.0,2.0,6
1165,Ferrol,2,2,L,1940-1941,Avilés Ind.,-1.0,-2.0,10
1167,Baracaldo,2,2,W,1940-1941,Dep. La Coruña,2.0,6.0,1
1167,Real Unión,2,2,W,1940-1941,Real Gijón,-2.0,2.0,5
1169,UD Salamanca,2,2,L,1940-1941,Real Valladolid,1.0,2.0,9
1170,Avilés Ind.,2,3,W,1940-1941,Arenas Club,-3.0,1.0,9
1171,Real Sociedad,2,3,W,1940-1941,CA Osasuna,0.0,5.0,4
1173,Real Valladolid,2,3,W,1940-1941,Racing,4.0,9.0,1
1171,Real Unión,2,3,T,1940-1941,Baracaldo,-10.0,-4.0,11
1175,Dep. La Coruña,2,3,T,1940-1941,UD Salamanca,3.0,0.0,6
1173,Ferrol,2,3,W,1940-1941,Real Gijón,2.0,5.0,3
1179,Dep. La Coruña,2,4,L,1940-1941,Racing,6.0,8.0,5
1178,Arenas Club,2,4,L,1940-1941,Ferrol,-2.0,0.0,9
1177,Avilés Ind.,2,4,W,1940-1941,CA Osasuna,2.0,8.0,4
1180,Real Valladolid,2,4,W,1940-1941,Real Sociedad,0.0,8.0,3
1180,UD Salamanca,2,4,T,1940-1941,Real Unión,-3.0,-2.0,8
1179,Baracaldo,2,4,W,1940-1941,Real Gijón,4.0,8.0,2
1186,Dep. La Coruña,2,5,W,1940-1941,Real Sociedad,3.0,11.0,1
1185,UD Salamanca,2,5,T,1940-1941,Real Gijón,5.0,6.0,3
1182,CA Osasuna,2,5,W,1940-1941,Arenas Club,-1.0,7.0,4
1185,Real Unión,2,5,L,1940-1941,Racing,-1.0,7.0,6
1183,Real Valladolid,2,5,W,1940-1941,Avilés Ind.,-4.0,-1.0,10
1184,Baracaldo,2,5,W,1940-1941,Ferrol,-3.0,3.0,9
1189,Ferrol,2,6,L,1940-1941,CA Osasuna,-1.0,6.0,6
1193,Arenas Club,2,6,W,1940-1941,Real Valladolid,-11.0,2.0,10
1189,Dep. La Coruña,2,6,L,1940-1941,Avilés Ind.,-2.0,-2.0,12
1192,Real Sociedad,2,6,L,1940-1941,Real Unión,-2.0,0.0,8
1191,Real Gijón,2,6,L,1940-1941,Racing,-2.0,6.0,7
1193,Baracaldo,2,6,L,1940-1941,UD Salamanca,3.0,-5.0,9
1199,Real Gijón,2,7,W,1940-1941,Real Sociedad,10.0,17.0,1
1195,Arenas Club,2,7,L,1940-1941,Dep. La Coruña,23.0,8.0,2
1197,UD Salamanca,2,7,W,1940-1941,Ferrol,3.0,9.0,4
1196,Real Valladolid,2,7,W,1940-1941,CA Osasuna,-3.0,9.0,6
1195,Real Unión,2,7,T,1940-1941,Avilés Ind.,-9.0,-4.0,11
1198,Baracaldo,2,7,W,1940-1941,Racing,-5.0,9.0,7
1204,Ferrol,2,8,W,1940-1941,Real Valladolid,-10.0,4.0,9
1202,Dep. La Coruña,2,8,L,1940-1941,CA Osasuna,-1.0,8.0,7
1203,Arenas Club,2,8,T,1940-1941,Real Unión,-7.0,-4.0,8
1202,Avilés Ind.,2,8,W,1940-1941,Real Gijón,7.0,11.0,3
1205,Baracaldo,2,8,T,1940-1941,Real Sociedad,11.0,15.0,1
1204,UD Salamanca,2,8,W,1940-1941,Racing,-4.0,12.0,4
1207,Real Valladolid,2,9,W,1940-1941,Dep. La Coruña,26.0,14.0,2
1208,Real Unión,2,9,W,1940-1941,CA Osasuna,-5.0,11.0,5
1209,Arenas Club,2,9,W,1940-1941,Real Gijón,8.0,14.0,3
1207,Baracaldo,2,9,L,1940-1941,Avilés Ind.,-10.0,-6.0,12
1210,UD Salamanca,2,9,W,1940-1941,Real Sociedad,11.0,18.0,1
1208,Ferrol,2,9,L,1940-1941,Racing,0.0,11.0,6
1213,Dep. La Coruña,2,10,T,1940-1941,Ferrol,4.0,9.0,5
1217,Real Unión,2,10,W,1940-1941,Real Valladolid,-9.0,6.0,8
1215,CA Osasuna,2,10,W,1940-1941,Real Gijón,10.0,17.0,2
1213,UD Salamanca,2,10,L,1940-1941,Avilés Ind.,-11.0,-7.0,12
1212,Arenas Club,2,10,W,1940-1941,Baracaldo,-14.0,0.0,9
1214,Real Sociedad,2,10,W,1940-1941,Racing,-1.0,14.0,4
1221,Real Unión,2,11,W,1940-1941,Dep. La Coruña,28.0,15.0,3
1221,Real Valladolid,2,11,W,1940-1941,Real Gijón,11.0,20.0,2
1220,Baracaldo,2,11,T,1940-1941,CA Osasuna,-1.0,8.0,6
1218,UD Salamanca,2,11,L,1940-1941,Arenas Club,-3.0,4.0,7
1219,Racing,2,11,W,1940-1941,Avilés Ind.,-13.0,-4.0,12
1222,Ferrol,2,11,W,1940-1941,Real Sociedad,12.0,20.0,1
1225,Real Sociedad,2,12,L,1940-1941,Avilés Ind.,-12.0,-5.0,12
1224,Racing,2,12,W,1940-1941,Arenas Club,-4.0,7.0,7
1226,UD Salamanca,2,12,W,1940-1941,CA Osasuna,-1.0,11.0,5
1229,Baracaldo,2,12,W,1940-1941,Real Valladolid,-7.0,8.0,8
1227,Dep. La Coruña,2,12,L,1940-1941,Real Gijón,12.0,19.0,3
1225,Real Unión,2,12,W,1940-1941,Ferrol,0.0,11.0,4
1231,Ferrol,2,13,L,1940-1941,Avilés Ind.,-14.0,-6.0,12
1230,Real Sociedad,2,13,L,1940-1941,Arenas Club,-3.0,6.0,7
1232,CA Osasuna,2,13,W,1940-1941,Racing,-2.0,15.0,5
1235,Real Valladolid,2,13,W,1940-1941,UD Salamanca,-6.0,0.0,8
1230,Dep. La Coruña,2,13,T,1940-1941,Baracaldo,-14.0,-5.0,10
1233,Real Unión,2,13,W,1940-1941,Real Gijón,10.0,22.0,2
1236,Avilés Ind.,2,14,T,1940-1941,Arenas Club,-6.0,4.0,8
1240,CA Osasuna,2,14,W,1940-1941,Real Sociedad,21.0,29.0,1
1241,Racing,2,14,W,1940-1941,Real Valladolid,-6.0,10.0,7
1241,Dep. La Coruña,2,14,L,1940-1941,UD Salamanca,-5.0,-1.0,9
1240,Baracaldo,2,14,W,1940-1941,Real Unión,-20.0,-6.0,10
1239,Ferrol,2,14,W,1940-1941,Real Gijón,11.0,25.0,2
1244,Racing,2,15,T,1940-1941,Dep. La Coruña,34.0,17.0,2
1243,Real Gijón,2,15,W,1940-1941,Baracaldo,-17.0,-3.0,9
1242,Ferrol,2,15,L,1940-1941,Arenas Club,-6.0,3.0,8
1246,Real Valladolid,2,15,W,1940-1941,Real Sociedad,22.0,32.0,1
1243,Avilés Ind.,2,15,T,1940-1941,CA Osasuna,-4.0,7.0,6
1247,Real Unión,2,15,L,1940-1941,UD Salamanca,-7.0,-2.0,11
1252,Dep. La Coruña,2,16,T,1940-1941,Real Sociedad,34.0,30.0,1
1253,Real Gijón,2,16,T,1940-1941,UD Salamanca,-9.0,-4.0,10
1250,Baracaldo,2,16,T,1940-1941,Ferrol,5.0,14.0,4
1251,Real Unión,2,16,W,1940-1941,Racing,1.0,15.0,5
1248,CA Osasuna,2,16,L,1940-1941,Arenas Club,-8.0,2.0,8
1253,Avilés Ind.,2,16,T,1940-1941,Real Valladolid,-17.0,7.0,7
1258,Real Unión,2,17,W,1940-1941,Real Sociedad,34.0,33.0,1
1256,Avilés Ind.,2,17,W,1940-1941,Dep. La Coruña,34.0,18.0,2
1256,CA Osasuna,2,17,W,1940-1941,Ferrol,5.0,17.0,4
1259,Arenas Club,2,17,L,1940-1941,Real Valladolid,-17.0,6.0,9
1257,Real Gijón,2,17,L,1940-1941,Racing,4.0,14.0,5
1259,Baracaldo,2,17,W,1940-1941,UD Salamanca,-9.0,-1.0,8
1262,Real Sociedad,2,18,W,1940-1941,Real Gijón,10.0,28.0,3
1261,Arenas Club,2,18,W,1940-1941,Dep. La Coruña,37.0,21.0,2
1265,Ferrol,2,18,T,1940-1941,UD Salamanca,-7.0,-3.0,7
1260,Racing,2,18,T,1940-1941,Baracaldo,-14.0,-8.0,11
1264,CA Osasuna,2,18,L,1940-1941,Real Valladolid,-19.0,5.0,10
1261,Real Unión,2,18,L,1940-1941,Avilés Ind.,-19.0,-14.0,12
1271,Baracaldo,2,19,W,1940-1941,Real Sociedad,34.0,35.0,1
1268,Dep. La Coruña,2,19,L,1940-1941,CA Osasuna,-3.0,11.0,6
1267,Real Gijón,2,19,T,1940-1941,Avilés Ind.,-23.0,-16.0,12
1269,Real Valladolid,2,19,W,1940-1941,Ferrol,8.0,18.0,4
1270,UD Salamanca,2,19,W,1940-1941,Racing,1.0,15.0,5
1266,Real Unión,2,19,W,1940-1941,Arenas Club,-15.0,7.0,7
1276,UD Salamanca,2,20,W,1940-1941,Real Sociedad,37.0,38.0,1
1275,Arenas Club,2,20,W,1940-1941,Real Gijón,14.0,29.0,3
1274,Real Unión,2,20,W,1940-1941,CA Osasuna,-7.0,14.0,6
1273,Baracaldo,2,20,L,1940-1941,Avilés Ind.,-23.0,-17.0,12
1277,Dep. La Coruña,2,20,L,1940-1941,Real Valladolid,-24.0,3.0,11
1275,Racing,2,20,T,1940-1941,Ferrol,11.0,16.0,4
1278,Baracaldo,2,21,W,1940-1941,Arenas Club,-16.0,9.0,7
1282,Real Valladolid,2,21,T,1940-1941,Real Unión,-23.0,-6.0,10
1279,UD Salamanca,2,21,T,1940-1941,Avilés Ind.,-26.0,-19.0,12
1282,Racing,2,21,W,1940-1941,Real Sociedad,38.0,41.0,1
1281,Ferrol,2,21,W,1940-1941,Dep. La Coruña,49.0,30.0,2
1281,CA Osasuna,2,21,L,1940-1941,Real Gijón,18.0,28.0,3
1288,Ferrol,2,22,L,1940-1941,Real Sociedad,43.0,40.0,1
1287,Real Unión,2,22,L,1940-1941,Dep. La Coruña,51.0,29.0,2
1287,Real Valladolid,2,22,L,1940-1941,Real Gijón,16.0,27.0,3
1286,Baracaldo,2,22,W,1940-1941,CA Osasuna,-3.0,20.0,5
1285,Racing,2,22,T,1940-1941,Avilés Ind.,-26.0,-21.0,12
1284,UD Salamanca,2,22,L,1940-1941,Arenas Club,-15.0,8.0,7
1475,Real Valladolid,2,1,W,1941-1942,UD Salamanca,0.0,3.0,2
1473,Baracaldo,2,1,T,1941-1942,Racing,0.0,-2.0,4
1474,Ferrol,2,1,W,1941-1942,Real Gijón,0.0,3.0,3
1474,Arenas Club,2,1,L,1941-1942,Real Unión,0.0,-1.0,6
1477,Real Unión,2,2,T,1941-1942,Racing,0.0,-4.0,7
1476,Real Valladolid,2,2,L,1941-1942,Arenas Club,1.0,2.0,5
1479,Ferrol,2,2,L,1941-1942,UD Salamanca,1.0,2.0,4
1478,Baracaldo,2,2,T,1941-1942,Real Gijón,1.0,1.0,1
1482,Real Valladolid,2,3,L,1941-1942,Real Unión,-1.0,-4.0,8
1481,Arenas Club,2,3,L,1941-1942,Ferrol,1.0,1.0,6
1480,UD Salamanca,2,3,L,1941-1942,Baracaldo,0.0,-5.0,7
1481,Real Gijón,2,3,T,1941-1942,Racing,0.0,-6.0,5
1485,Real Valladolid,2,4,W,1941-1942,Racing,0.0,-3.0,4
